"Contract","Title","Company","PDF URL","Country","Concession/License name","Signature date","Language","Disclosure mode","Host gov contract"
"Peru 102 dd20051213 EXPLORACION-LICENCIA","EXPLORACION-LICENCIA","PLUSPETROL E&P S.A., ANDEAN OIL AND GAS S.A.C., SHONA ENERGY INTERNATIONAL LIMITED, RAMSHORN INTERNATIONAL LIMITED","http://downloads.openoil.net/contracts/pe/pe_102_dd20051213_EXPLORACION-LICENCIA_Pluspetrol.pdf","PE","","2005-12-13T00:00:00","Spanish","government","yes"
"Peru 103 dd20040809 EXPLORACION-LICENCIA","EXPLORACION-LICENCIA","REPSOL EXPLORACION PERU, PETROBRAS ENERGIA PERU S.A., TALISMAN PERU B.V.","http://downloads.openoil.net/contracts/pe/pe_103_dd20040809_EXPLORACION-LICENCIA_Repsol.pdf","PE","","2004-08-09T00:00:00","Spanish","government","yes"
"Peru 105 dd20051213 EXPLORACION-LICENCIA","EXPLORACION-LICENCIA","SIBOIL DEL PERU S.A.","http://downloads.openoil.net/contracts/pe/pe_105_dd20051213_EXPLORACION-LICENCIA_Siboil.pdf","PE","","2005-12-13T00:00:00","Spanish","government","yes"
"Peru 107 dd20050901 EXPLORACION-LICENCIA","EXPLORACION-LICENCIA","PETROLIFERA PETROLEUM DEL PERU S.A.C.","http://downloads.openoil.net/contracts/pe/pe_107_dd20050901_EXPLORACION-LICENCIA_Petrolifera.pdf","PE","","2005-09-01T00:00:00","Spanish","government","yes"
"Peru 108 dd20051213 EXPLORACION-LICENCIA","EXPLORACION-LICENCIA","PLUSPETROL E&P S.A., WOODSIDE ENERGY (PERU) PTY. LTD.","http://downloads.openoil.net/contracts/pe/pe_108_dd20051213_EXPLORACION-LICENCIA_Pluspetrol.pdf","PE","","2005-12-13T00:00:00","Spanish","government","yes"
"Peru 114 dd20060714 EXPLORACION-LICENCIA","EXPLORACION-LICENCIA","CEPSA PERU S.A., PAN ANDEAN RESOURCES PLC (PERU), COMPAÑIA CONSULTORA DE PETROLEO S.A.","http://downloads.openoil.net/contracts/pe/pe_114_dd20060714_EXPLORACION-LICENCIA_Cepsa.pdf","PE","","2006-07-14T00:00:00","Spanish","government","yes"
"Peru 116 dd20061212 EXPLORACION-LICENCIA","EXPLORACION-LICENCIA","PACIFIC STRATUS ENERGY S.A.(50%), MAUREL ET PROM PERU S.A.C.(50%)","http://downloads.openoil.net/contracts/pe/pe_116_dd20061212_EXPLORACION-LICENCIA_Stratus.pdf","PE","","2006-12-12T00:00:00","Spanish","government","yes"
"Peru 123 dd20060929 EXPLORACION-LICENCIA","EXPLORACION-LICENCIA","GRAN TIERRA ENERGY PERU SRL(100%)","http://downloads.openoil.net/contracts/pe/pe_123_dd20060929_EXPLORACION-LICENCIA_Gran-Teirra.pdf","PE","","2006-09-29T00:00:00","Spanish","government","yes"
"Philippines Block-1 Block-2 Block-3 dd19751217 Service","Service","Philippines-Cities Service Inc, Huskies (Philippines) Oil Inc, Oriental Petroleum and Minerals Corporation, Philippine-Overseas Drilling & Oil Development Corporation, Basic Petroleum and Minerals Inc, Landoil Resources Corporation, Westrans Petroleum Inc, Philippine National Oil Company","http://downloads.openoil.net/contracts/ph/ph_Block-1_Block-2_Block-3_dd19751217_Service_Philippines-Cities-Service_Husky_Oriental.pdf","PH","","1975-12-17T00:00:00","English","government","yes"
"Philippines NW-Palawan dd19901211 Service","Service","Occidental Philippines, Shell Exploration B.V.","http://downloads.openoil.net/contracts/ph/ph_NW-Palawan_dd19901211_Service_Occidental_Shell.pdf","PH","","1990-12-11T00:00:00","English","government","yes"
"Philippines Northern-Cebu dd19940219 Determination-Commerciality","Determination-Commerciality","Forum Exploration Inc","http://downloads.openoil.net/contracts/ph/ph_Northern-Cebu_dd19940219_Determination-Commerciality_Forum.pdf","PH","","1994-02-19T00:00:00","English","government","yes"
"Poland 33-97-L 5-2007-P 11-2007-P dd00000000 JOA","JOA","Polskie Górnictwo Naftowe I Gazownictwo SA, Fx Energy Poland SP ZOO","http://downloads.openoil.net/contracts/pl/pl_33-97-L_5-2007-P_11-2007-P_dd00000000_JOA_POGC_FX.pdf","PL","","NULL","English","corporate","no"
"Poland B3 dd19940413 Concession-Agreement","Concession-Agreement","Petrobaltic","http://downloads.openoil.net/contracts/pl/pl_B3_dd19940413_Concession-Agreement_Petrobaltic.pdf","PL","","1994-04-13T00:00:00","Polish","corporate","yes"
"Poland B3 dd19940729 Amend-Agreement","Amend-Agreement","Petrobaltic","http://downloads.openoil.net/contracts/pl/pl_B3_dd19940729_Amend-Agreement_Petrobaltic.pdf","PL","","1994-07-29T00:00:00","Polish","corporate","yes"
"Poland B3 dd20110318 Amend-Agreement","Amend-Agreement","LOTOS Petrobaltic S.A","http://downloads.openoil.net/contracts/pl/pl_B3_dd20110318_Amend-Agreement_LOTOS-Petrobaltic.pdf","PL","","2011-03-18T00:00:00","Polish","corporate","yes"
"Poland B3 dd20140523 Amend-Agreement","Amend-Agreement","LOTOS Petrobaltic S.A","http://downloads.openoil.net/contracts/pl/pl_B3_dd20140523_Amend-Agreement_LOTOS-Petrobaltic.pdf","PL","","2014-05-23T00:00:00","Polish","corporate","yes"
"Poland B8 dd20060905 Concession-Agreement","Concession-Agreement","Petrobaltic SA","http://downloads.openoil.net/contracts/pl/pl_B8_dd20060905_Concession-Agreement_Petrobaltic.pdf","PL","","2006-09-05T00:00:00","Polish","corporate","yes"
"Poland B8 dd20091026 Amend-Agreement","Amend-Agreement","Petrobaltic SA","http://downloads.openoil.net/contracts/pl/pl_B8_dd20091026_Amend-Agreement_Petrobaltic.pdf","PL","","2009-10-26T00:00:00","Polish","corporate","yes"
"Poland B8 dd20140901 Amend-Agreement","Amend-Agreement","LOTOS Petrobaltic S.A","http://downloads.openoil.net/contracts/pl/pl_B8_dd20140901_Amend-Agreement_LOTOS-Petrobaltic.pdf","PL","","2014-09-01T00:00:00","Polish","corporate","yes"
"Poland Gaz-Południe dd20011214 Concession-Agreement","Concession-Agreement","Petrobaltic SA","http://downloads.openoil.net/contracts/pl/pl_Gaz-Południe_dd20011214_Concession-Agreement_Petrobaltic.pdf","PL","","2001-12-14T00:00:00","Polish","corporate","yes"
"Poland Gaz-Południe dd20071213 Amend-Agreement","Amend-Agreement","Petrobaltic SA","http://downloads.openoil.net/contracts/pl/pl_Gaz-Południe_dd20071213_Amend-Agreement_Petrobaltic.pdf","PL","","2007-12-13T00:00:00","Polish","corporate","yes"
"Portugal Aljubarrota-3 dd20070803 Exp-Dev-Prod-Contract","Exp-Dev-Prod-Contract","Mohave Oil&Gas Corp.","http://downloads.openoil.net/contracts/pt/pt_Aljubarrota-3_dd20070803_Exp-Dev-Prod-Contract_Mohave.pdf","PT","","2007-08-03T00:00:00","English","corporate","yes"
"Portugal Aljubarrota-3 dd20120903 Operating-Agreement","Operating-Agreement","Mohave Oil And Gas Corporation, Petróleos De Portugal – Petrogal SA","http://downloads.openoil.net/contracts/pt/pt_Aljubarrota-3_dd20120903_Operating-Agreement_Mohave_Galp.pdf","PT","","2012-09-03T00:00:00","English","corporate","no"
"Portugal Cabo-Mondego-2 dd20070803 Exp-Dev-Prod-Contract","Exp-Dev-Prod-Contract","Mohave Oil&Gas Corp.","http://downloads.openoil.net/contracts/pt/pt_Cabo-Mondego-2_dd20070803_Exp-Dev-Prod-Contract_Mohave.pdf","PT","","2007-08-03T00:00:00","English","corporate","yes"
"Portugal Peniche dd20120521 Exp-Dev-Prod-Contract","Exp-Dev-Prod-Contract","Mohave Oil&Gas Corp.","http://downloads.openoil.net/contracts/pt/pt_Peniche_dd20120521_Exp-Dev-Prod-Contract_Mohave.pdf","PT","","2012-05-21T00:00:00","English","corporate","yes"
"Portugal Rio-Maior-2 dd20070803 Exp-Dev-Prod-Contract","Exp-Dev-Prod-Contract","Mohave Oil&Gas Corp.","http://downloads.openoil.net/contracts/pt/pt_Rio-Maior-2_dd20070803_Exp-Dev-Prod-Contract_Mohave.pdf","PT","","2007-08-03T00:00:00","English","corporate","yes"
"Portugal S-Pedro-De-Muel-2 dd20070318 Exp-Dev-Prod-Contract","Exp-Dev-Prod-Contract","Mohave Oil&Gas Corp.","http://downloads.openoil.net/contracts/pt/pt_S-Pedro-De-Muel-2_dd20070318_Exp-Dev-Prod-Contract_Mohave.pdf","PT","","2007-03-18T00:00:00","English","corporate","yes"
"Portugal Torres-Vedras-3 dd20070803 Exp-Dev-Prod-Contract","Exp-Dev-Prod-Contract","Mohave Oil&Gas Corp.","http://downloads.openoil.net/contracts/pt/pt_Torres-Vedras-3%20_dd20070803_Exp-Dev-Prod-Contract_Mohave.pdf","PT","","2007-08-03T00:00:00","English","corporate","yes"
"Portugal Zambujal dd20120521 Exp-Dev-Prod","Exp-Dev-Prod","Mohave Oil and Gas Corporation","http://downloads.openoil.net/contracts/pt/pt_Zambujal_dd20120521_Exp-Dev-Prod_Mohave.pdf","PT","","2012-05-21T00:00:00","English","corporate","no"
"Romania Doina-Field dd20060526 Hive-out-Agreement","Hive-out-Agreement","Talisman Expro Limited, Talisman Petroleum Ltd","http://downloads.openoil.net/contracts/ro/ro_Doina-Field_dd20060526_Hive-out-Agreement_Talisman.pdf","RO","","2006-05-26T00:00:00","English","corporate","no"
"Romania Nadlac Bordei-Verde-Vest dd20120412 Assignment-Agreement","Assignment-Agreement","S.C. Amromco Energy Srl, Oracle Energy Corp","http://downloads.openoil.net/contracts/ro/ro_Nadlac_Bordei-Verde-Vest_dd20120412_Assignment-Agreement_Amromco_Oracle.pdf","RO","","2012-04-12T00:00:00","English","corporate","no"
"Russian Federation Verchenmurbaisk-Area Otradninsk-Area dd19910607 Joint-Venture","Joint-Venture","PGO Lenaneftegasgeologija, OEMV (JAKUTIEN) Exploration Gesellschaft m.b.H.","http://downloads.openoil.net/contracts/ru/ru_Verchenmurbaisk-Area_Otradninsk-Area_dd19910607_Joint-Venture_PGO_OMV.pdf","RU","","1991-06-07T00:00:00","English","corporate","yes"
"Russian Federation Verchenmurbaisk-Area Otradninsk-Area dd19930403 Amend-JV","Amend-JV","Russian Federation, OEMV (JAKUTIEN) Exploration Gesellschaft m.b.H.","http://downloads.openoil.net/contracts/ru/ru_Verchenmurbaisk-Area_Otradninsk-Area_dd19930403_Amend-JV_OEMV_TAKT.pdf","RU","","1993-04-03T00:00:00","English","corporate","yes"
"Russian Federation Verchenmurbaisk-Area Otradninsk-Area dd19940125 PSC","PSC","Russian Federation, OEMV (JAKUTIEN) Exploration Gesellschaft m.b.H.","http://downloads.openoil.net/contracts/ru/ru_Verchenmurbaisk-Area_Otradninsk-Area_dd19940125_PSC_TAKT.pdf","RU","","1994-01-25T00:00:00","English","corporate","yes"
"Senegal Cayar-Offshore-Profond Saint-Louis-Offshore-Profond dd20140825 Deed-of-Transfer","Deed-of-Transfer","La Societe Des Petroles Du Senegal, Timis Corporation Limited, Kosmos Energy Senegal","http://downloads.openoil.net/contracts/sn/sn_Cayar-Offshore-Profond_Saint-Louis-Offshore-Profond_dd20140825_Deed-of-Transfer_Petrosen_TIM_Kosmos.pdf","SN","","2014-08-25T00:00:00","English","corporate","yes"
"Senegal Cayar-Offshore-Profond dd20120117 PSC","PSC","Petro-tim Limited, Société Des Pétroles Du Sénégal","http://downloads.openoil.net/contracts/sn/sn_Cayar-Offshore-Profond_dd20120117_PSC_Petro-Tim_Petrosen.pdf","SN","","2012-01-17T00:00:00","English","corporate","yes"
"Senegal Saint-Louis-Offshore-Profond dd20120117 PSC","PSC","Petro-tim Limited, Société Des Pétroles Du Sénégal","http://downloads.openoil.net/contracts/sn/sn_Saint-Louis-Offshore-Profond_dd20120117_PSC_Petro-Tim_Petrosen.pdf","SN","","2012-01-17T00:00:00","English","corporate","yes"
"Somalia Dharoor-Valley dd20070117 PSA","PSA","Canmex Holdings (Bermuda) II Ltd, Range Resources Limited","http://downloads.openoil.net/contracts/so/so_Dharoor-Valley_dd20070117_PSA_Canmex_Range.pdf","SO","","2007-01-17T00:00:00","English","corporate","yes"
"Somalia Dharoor-Valley dd20091125 Amend-Agreement","Amend-Agreement","Canmex Holdings (Bermuda) II Ltd, Range Resources Limited","http://downloads.openoil.net/contracts/so/so_Dharoor-Valley_dd20091125_Amend-Agreement_Canmex_Range.pdf","SO","","2009-11-25T00:00:00","English","corporate","yes"
"Somalia Dharoor-Valley dd20110116 2nd-Amend-Agreement","2nd-Amend-Agreement","Canmex Holdings (Bermuda) II Ltd, Range Resources Limited, Lion Energy Puntland (Dharoor) NV","http://downloads.openoil.net/contracts/so/so_Dharoor-Valley_dd20110116_2nd-Amend-Agreement_Canmex_Range_Lion.pdf","SO","","2011-01-16T00:00:00","English","corporate","yes"
"Somalia Nogal-Valley dd20070117 PSA","PSA","Canmex Holdings (Bermuda) II Ltd, Range Resources Limited","http://downloads.openoil.net/contracts/so/so_Nogal-Valley_dd20070117_PSA_Canmex_Range.pdf","SO","","2007-01-17T00:00:00","English","corporate","yes"
"Somalia Nugaal-Valley dd20091125 Amend-Agreement","Amend-Agreement","Canmex Holdings (Bermuda) II Ltd, Range Resources Limited","http://downloads.openoil.net/contracts/so/so_Nugaal-Valley_dd20091125_Amend-Agreement_Canmex_Range.pdf","SO","","2009-11-25T00:00:00","English","corporate","yes"
"Suriname Block-42 Block-45 dd20120531 Assignment-Transfer","Assignment-Transfer","Kosmos Energy Suriname, Chevron Suriname Exploration Limited","http://downloads.openoil.net/contracts/sr/sr_Block-42_Block-45_dd20120531_Assignment-Transfer_Kosmos_Chevron.pdf","SR","","2012-05-31T00:00:00","English","corporate","no"
"Suriname Block-42-Offshore dd20111213 Exp-Dev-Prod","Exp-Dev-Prod","Kosmos Energy Suriname","http://downloads.openoil.net/contracts%2Fsr%2Fsr_Block-42-Offshore_dd20111213_Exp-Dev-Prod_Kosmos.pdf","SR","","2011-12-13T00:00:00","English","corporate","yes"
"Suriname Block-45-Offshore dd20111213 Exp-Dev-Prod","Exp-Dev-Prod","Kosmos Energy Suriname","http://downloads.openoil.net/contracts%2Fsr%2Fsr_Block-45-Offshore_dd20111213_Exp-Dev-Prod_Kosmos.pdf","SR","","2011-12-13T00:00:00","English","corporate","yes"
"Syria Block-9 dd20100901 Farmout-Agreement","Farmout-Agreement","Loon Latakia Limited, Mena Hydrocarbons (Syria) Ltd","http://downloads.openoil.net/contracts/sy/sy_Block-9_dd20100901_Farmout-Agreement_Loon_MENA.pdf","SY","","2010-09-01T00:00:00","English","corporate","no"
"Syria Block-IX dd20070920 Exp-Dev-Prod","Exp-Dev-Prod","Loon Energy Inc.","http://downloads.openoil.net/contracts%2Fsy%2Fsy_Block-IX_dd20070920_Exp-Dev-Prod_Loon.pdf","SY","","2007-09-20T00:00:00","English, Arabic","corporate","yes"
"Tajikistan dd20080613 PSC","PSC","Kulob Petroleum Ltd","http://downloads.openoil.net/contracts%2Ftj%2Ftj__dd20080613_PSC_Kulob-Petroleum.pdf","TJ","","2008-06-13T00:00:00","English","NULL","yes"
"Tanzania Block-2 dd20120222 Addendum-PSA","Addendum-PSA","Tanzania Petroleum Development Corporation, Statoil Tanzania AS, ExxoMobil Exploration and Production Tanzania Limited","http://downloads.openoil.net/contracts/tz/tz_Block-2_dd20120222_Addendum-PSA_TPDC_Statoil_Exxon.pdf","TZ","","2012-02-22T00:00:00","English","NULL","yes"
"Tanzania Songo-Songo dd20010000 Electricity-Licence","Electricity-Licence","Songas Limited","http://downloads.openoil.net/contracts/tz/tz_Songo-Songo_dd20010000_Electricity-Licence_Songas.pdf","TZ","","2001-01-01T00:00:00","English","corporate","yes"
"Tanzania Songo-Songo dd20030403 Amend-Electricity-Implementation","Amend-Electricity-Implementation","Panafrican Energy Corporation, CDC Group plc, Songas Limited","http://downloads.openoil.net/contracts/tz/tz_Songo-Songo_dd20030403_Amend-Electricity-Implementation_Panafrican_CDC_Songas.pdf","TZ","","2003-04-03T00:00:00","English","corporate","yes"
"Tanzania Songo-Songo dd20060711 PSA","PSA","Panafrican Energy Tanzania Limited","http://downloads.openoil.net/contracts%2Ftz%2Ftz_Songo-Songo-Gas-field_dd20060711_PSA_Panafrican.pdf","TZ","","2001-10-11T00:00:00","English","corporate","yes"
"Tanzania Songo-Songo dd20110607 Gas-Supply-Agree","Gas-Supply-Agree","Tanzania Petroleum Development Corporation, Panafrican Energy Tanzania Limited, Tanzania Electric Supply Company Limited","http://downloads.openoil.net/contracts/tz/tz_Songo-Songo_dd20110607_Gas-Supply-Agree_TPDC_Panafrican_TANESCO.pdf","TZ","","2011-06-07T00:00:00","English","corporate","yes"
"Timor-Leste 06-01A dd20061103 PSC","PSC","Eni Timor Leste S.p.A","http://downloads.openoil.net/contracts/tl/tl_06-01A%20_dd20061103_PSC_Eni.pdf","TL","","2006-03-11T00:00:00","English","government","yes"
"Timor-Leste 06-02B dd20061103 PSC","PSC","Eni Timor Leste S.p.A","http://downloads.openoil.net/contracts/tl/tl_06-02B_dd20061103_PSC_Eni.pdf","TL","","2006-11-03T00:00:00","English","government","yes"
"Timor-Leste 06-03C dd20061103 PSC","PSC","Eni Timor Leste S.p.A","http://downloads.openoil.net/contracts/tl/tl_06-03C_dd20061103_PSC_Eni.pdf","TL","","2006-11-03T00:00:00","English","government","yes"
"Timor-Leste 06-04E dd20061103 PSC","PSC","Eni Timor Leste S.p.A","http://downloads.openoil.net/contracts/tl/tl_06-04E_dd20061103_PSC_Eni.pdf","TL","","2006-11-03T00:00:00","English","government","yes"
"Timor-Leste 06-05H dd20061103 PSC","PSC","Eni Timor Leste S.p.A","http://downloads.openoil.net/contracts/tl/tl_06-05H_dd20061103_PSC_Eni.pdf","TL","","2006-11-03T00:00:00","English","government","yes"
"Timor-Leste 06-06K dd20061116 PSC","PSC","Reliance Industries LTD","http://downloads.openoil.net/contracts/tl/tl_06-06K_dd20061116_PSC_Reliance-Industries.pdf","TL","","2006-11-16T00:00:00","English","government","yes"
"Timor-Leste JPDA-03-13 dd20030516 Amend-PSC","Amend-PSC","CononcoPhillips JPDA Pty Ltd, ConocoPhilips Pty Ltd, Phillips Petroleum Timor Sea Pty Ltd, Eni JPDA 03-13","http://downloads.openoil.net/contracts%2Ftl%2Ftl_JPDA-03-13_dd20030516_Amend-PSC_Conoco_ENI.pdf","TL","","2003-05-16T00:00:00","English","government","yes"
"Timor-Leste JPDA03-12 dd20030402 PSC","PSC","ConocoPhillips, Santos, Inpex, Petroz, Emet","http://downloads.openoil.net/contracts/tl/tl_JPDA03-12_dd20030402_PSC_ConocoPhillips_Santos_Inpex_Petroz_Emet.pdf","TL","","2003-04-02T00:00:00","English","government","yes"
"Timor-Leste JPDA03-12 dd20030516 PSC-Amend","PSC-Amend","ConocoPhillips (91-12) PTY LTD, Santos (JPDA 91-12) PTY LTD, Inpex Sahul LTD, Petroz (Timor Sea) PTY LTD, Emet PTY LTD","http://downloads.openoil.net/contracts/tl/tl_JPDA03-12_dd20030516_PSC-Amend_ConocoPhillips_Santos_Inpex.pdf","TL","","2003-05-16T00:00:00","English","government","yes"
"Timor-Leste JPDA03-13 dd20030402 PSC","PSC","ConocoPhillips, Agip Australia, Phillips Petroleum","http://downloads.openoil.net/contracts/tl/tl_JPDA03-13_dd20030402_PSC_ConocoPhillips_Agip_PhillipsPetroleum.pdf","TL","","2003-04-02T00:00:00","English","government","yes"
"Libya 7th-November-Block dd20080827 EPSA","EPSA","Joint Exploration Exploitation And Petroleum Services Company, Canadian Superior Energy Inc","http://downloads.openoil.net/contracts/ly/ly_7th-November-Block_dd20080827_EPSA_Joint-Oil_Canadian-Superior.pdf","TN","","2008-08-27T00:00:00","English","corporate","yes"
"Libya Area-47 dd20080903 1st-Amend-PSC","1st-Amend-PSC","National Oil Corporation, Verenex Energy Area 47 Libya Limited, Medco International Ventures Limited","http://downloads.openoil.net/contracts/ly/ly_Area-47_dd20080903_1st-Amend-PSC_NOC_Verenex_MIV.pdf","TN","","2008-09-03T00:00:00","English","corporate","yes"
"Tunisia Borj-El-Khadra Adam dd20060526 Hive-out-Agreement","Hive-out-Agreement","Talisman Expro Limited, Paladin Resources (Montrose) Limited","http://downloads.openoil.net/contracts/tn/tn_Borj-El-Khadra_Adam_dd20060526_Hive-out-Agreement_Talisman_Paladin-Resources.pdf","TN","","2006-05-26T00:00:00","English","corporate","no"
"Tunisia Joint-Oil-Block dd20121224 Amend-PSC","Amend-PSC","Joint Exploration Exploitation And Petroleum Services Company, Sonde Resources Corp","http://downloads.openoil.net/contracts%2Ftn%2Ftn_Joint-Oil-Block_dd20121224_Amend-Agree-PSC_Joint-Oil_SRC.pdf","TN","","2012-12-24T00:00:00","English","corporate","yes"
"Tunisia Permis-Chaal dd20060602 Exploration-Exploitation","Exploration-Exploitation","Candax Energy Inc, SMIP","http://downloads.openoil.net/contracts/tn/tn_Permis-Chaal_dd20060602_Exploration-Exploitation_Candax.pdf","TN","","2006-06-02T00:00:00","French","corporate","yes"
"Tunisia Safx-offshore dd20050720 Convention","Convention","Atlas Petroleum LTD, Eurogas International","http://downloads.openoil.net/contracts/tn/tn_Safx-offshore_dd20050720_Convention_Atlas_Eurogas.pdf","TN","","2005-07-20T00:00:00","English, French","corporate","yes"
"Tunisia Safx-offshore dd20050720 PSC","PSC","Atlas Petroleum LTD, Eurogas International","http://downloads.openoil.net/contracts/tn/tn_Safx-offshore_dd20050720_PSC_Atlas_Eurogas.pdf","TN","","2005-07-20T00:00:00","English","corporate","yes"
"Turkey Antep Bensi Sinan dd20110129 JOA","JOA","Calik Enerji Sanayi Ve Ticaret As, Anatolia Energy (Turkey) Inc","http://downloads.openoil.net/contracts/tr/tr_Antep_Bensi_Sinan_dd20110129_JOA_Calik_Anatolia.pdf","TR","","2011-01-29T00:00:00","English","corporate","no"
"Turkey Bismil-Area dd20110129 JOA","JOA","Calik Enerji Sanayi Ve Ticaret As, Onoc Energy Holdings Inc","http://downloads.openoil.net/contracts/tr/tr_Bismil-Area_dd20110129_JOA_Calik_ONOC.pdf","TR","","2011-01-29T00:00:00","English","corporate","no"
"Turkey Karakilise Katha dd20100901 Farmout-Agreement","Farmout-Agreement","Aladdin Middle East Ltd, Guney Yildizi Petrol Uretim Sondaj Muteahhitlik Ve Tic. AS, Valeura Energy Inc","http://downloads.openoil.net/contracts/tr/tr_Karakilise_Katha_dd20100901_Farmout-Agreement_AME_GYP_Valeura.pdf","TR","","2010-09-01T00:00:00","English","corporate","no"
"Turkey Karakilise dd20100901 JOA","JOA","Aladdin Middle East Ltd, Guney Yildizi Petrol Uretim Sondaj Muteahhitlik Ve Tic. AS, Valeura Energy Inc","http://downloads.openoil.net/contracts/tr/tr_Karakilise_dd20100901_JOA_AME_GYP_Valeura.pdf","TR","","2010-09-01T00:00:00","English","corporate","no"
"Turkey Katha-Lease dd20100901 JOA","JOA","Guney Yildizi Petrol Uretim Sondaj Muteahhitlik Ve Tic. AS, Valeura Energy Inc","http://downloads.openoil.net/contracts/tr/tr_Katha-Lease_dd20100901_JOA_GYP_Valeura.pdf","TR","","2010-09-01T00:00:00","English","corporate","no"
"Uganda Area-1 dd20120203 PSA","PSA","Tullow Uganda LTD","http://downloads.openoil.net/contracts/ug/ug_Area-1_dd20120203_PSA_Tullow.pdf","UG","","2012-02-03T00:00:00","English","informal","yes"
"Uganda Block-3A dd20070123 PSA","PSA","Heritage","http://downloads.openoil.net/contracts/ug/ug_Block-3A_dd20070123_PSA_Heritage.pdf","UG","","2007-01-23T00:00:00","English","informal","yes"
"Uganda Kanywatabe dd20120203 PSA","PSA","Tullow Uganda LTD","http://downloads.openoil.net/contracts/ug/ug_Kanywatabe_dd20120203_PSA_Tullow.pdf","UG","","2012-02-03T00:00:00","English","informal","yes"
"Ukraine Bugruvativsk-Field dd20020808 Amend-Agree","Amend-Agree","Ukrnafta, Lateral Vector Resources Inc, IPEC","http://downloads.openoil.net/contracts/ua/ua_Bugruvativsk-Field_dd20020808_Amend-Agree_Ukrnafta_LVR_IPEC.pdf","UA","","2002-08-08T00:00:00","English","corporate","yes"
"Ukraine Bugruvativsk-Field dd20020917 Amend-Agree","Amend-Agree","Ukrnafta, Lateral Vector Resources Inc, IPEC","http://downloads.openoil.net/contracts/ua/ua_Bugruvativsk-Field_dd20020917_Amend-Agree_Ukrnafta_LVR_IPEC.pdf","UA","","2002-09-17T00:00:00","English","corporate","yes"
"Ukraine dd20091110 Sale-Purchase","Sale-Purchase","Kulczyk Oil Ventures Limited, Gastek LLC, Loon Ukraine Holding Limited","http://downloads.openoil.net/contracts/ua/ua__dd20091110_Sale-Purchase_Kulczyk_Gastek_Loon.pdf","UA","","2009-11-10T00:00:00","English","NULL","no"
"Uzbekistan North-Urtabulak dd19990819 Prod-Enhancement-Contract","Prod-Enhancement-Contract","Joint Stock Company Uzgeoneftegazdobycha, Baker Hughes (Cyprus) Limited, Joint Stock Company Uzneftepererabotka","http://downloads.openoil.net/contracts/uz/uz_North-Urtabulak_dd19990819_Prod-Enhancement-Contract_Uzgeoneftegazdobycha_Baker-Hughes.pdf","UZ","","1999-08-19T00:00:00","English","corporate","yes"
"Venezuela dd20100917 Exp-Prod","Exp-Prod","Petrovietnam Exploration and production Corporation LTD","http://downloads.openoil.net/contracts/ve/ve__dd20100917_Exp-Prod_Petrovietnam.pdf","VE","","2010-09-17T00:00:00","Spanish","government","yes"
"Yemen Block-20 dd19991026 MOU","MOU","Adair International Oil & Gas Inc, Partners In Exploration Llc","http://downloads.openoil.net/contracts/ye/ye_Block-20_dd19991026_MOU_Adair_PIE.pdf","YE","","1999-10-26T00:00:00","English","corporate","yes"
"Yemen Block-20 dd20000331 Participation Agreement","Participation Agreement","Adair Yemen Exploration Limited, Saba Yemen Oil Company Limited, Occidental Yemen Sabatain Inc","http://downloads.openoil.net/contracts/ye/ye_Block-20_dd20000331_Participation%20Agreement_Adair_Saba_Occidental.pdf","YE","","2000-03-31T00:00:00","English","corporate","no"
"Yemen Block-32 dd19910920 PSC","PSC","Clayde Hydro plc, Norsk Hydro Yemen a.s","http://downloads.openoil.net/contracts/ye/ye_Block-32_dd19910920_PSC_Clayde_Norsk.pdf","YE","","1991-09-20T00:00:00","English","corporate","yes"
"Yemen Block-32 dd19990804 1st-Amend-PSC","1st-Amend-PSC","Ansan Wikfs (Hadramaut) Ltd, Norsk Hydro Yemen As, DNO ASA, Transglobe Energy Corporation","http://downloads.openoil.net/contracts/ye/ye_Block-32_dd19990804_1st-Amend-PSC_Ansan-Wikfs_Norsk-Hydro_DNO.pdf","YE","","1999-08-04T00:00:00","English, Arabic","corporate","yes"
"Yemen Block-72 dd20041219 PSC","PSC","DNO ASA, Ansan Wikfs (Hadramaut) LTD, TG Holdings Yemen Inc.","http://downloads.openoil.net/contracts/ye/ye_Block-72_dd20041219_PSC_DNO_Ansan-Wikfs_TG.pdf","YE","","2004-12-19T00:00:00","English, Arabic","corporate","yes"
"Yemen Block-75 dd20070331 PSC","PSC","Occidental of Yemen LLC, TG Holdings Yemen LTD","http://downloads.openoil.net/contracts/ye/ye_Block-75_dd20070331_PSC_Occidental_TG.pdf","YE","","2007-03-31T00:00:00","English, Arabic","corporate","yes"
"Yemen Block-S-1 dd19971221 PSC","PSC","Transglobe Energy Corporation","http://downloads.openoil.net/contracts/ye/ye_Block-S-1_dd19971221_PSC_Transglobe.pdf","YE","","1997-12-21T00:00:00","English","corporate","yes"
