"Contract","Title","Company","PDF URL","Country","Concession/License name","Signature date","Language","Disclosure mode","Host gov contract"
"Colombia Block-VMM-17 dd20120412 Exp-Prod","Exp-Prod","Morichal Sinoco S.A.","http://downloads.openoil.net/contracts/co/co_Block-VMM-17_dd20120412_Exp-Prod_Morichal-Sinoco.pdf","CO","","2012-04-12T00:00:00","Spanish","corporate","yes"
"Colombia Cajaro dd20021218 Association-Contract","Association-Contract","Harken De Colombia Ltd","http://downloads.openoil.net/contracts/co/co_Cajaro_dd20021218_Association-Contract_Harken-Energy.pdf","CO","","2002-12-18T00:00:00","English","corporate","yes"
"Colombia Caracoli dd20051227 Exp-Prod-Contract","Exp-Prod-Contract","Harken De Colombia Ltd","http://downloads.openoil.net/contracts/co/co_Caracoli_dd20051227_Exp-Prod-Contract_Harken-Energy.pdf","CO","","2005-12-27T00:00:00","English","corporate","yes"
"Colombia Guayuyaco dd20020802 Association-Contract","Association-Contract","Argosy Energy Inter.","http://downloads.openoil.net/contracts/co/co_Guayuyaco_dd20020802_Association-Contract_Argosy.pdf","CO","","2002-08-02T00:00:00","English","corporate","yes"
"Colombia La-Cuerva dd20080416 Exp-Prod-Contract","Exp-Prod-Contract","Hupecol Caracara LLC","http://downloads.openoil.net/contracts/co/co_La-Cuerva_dd20080416_Exp-Prod-Contract_Hupecol.pdf","CO","","2008-04-16T00:00:00","English","corporate","yes"
"Congo Haute-Mer Nkossa dd19940421 PSC","PSC","Elf Congo","http://downloads.openoil.net/contracts/cg/cg_Haute-Mer_%20Nkossa_dd19940421_PSC_Elf.pdf","CG","","1994-04-21T00:00:00","French","government","yes"
"Congo Haute-Mer-C dd20040107 PSC","PSC","TOTAL E&P Congo","http://downloads.openoil.net/contracts/cg/cg_Haute-Mer-C_dd20040107_PSC_TOTAL.pdf","CG","","2004-01-07T00:00:00","French","government","yes"
"Congo Kombi-Likalala-Libondo Tchibéli-Litanzi-Loussima dd19950722 PSC","PSC","Agip Recherches Congo, Elf Congo","http://downloads.openoil.net/contracts/cg/cg_Kombi-Likalala-Libondo_Tchib%C3%A9li-Litanzi-Loussima_dd19950722_PSC_Agip_Elf.pdf","CG","","1995-07-22T00:00:00","French","government","yes"
"Congo Kombi-Likalala-Libondo dd20101006 Amend-Settlement","Amend-Settlement","TOTAL E&P Congo, Total S.A","http://downloads.openoil.net/contracts%2Fcg%2Fcg_%20Kombi-Likalala-Libondo_dd20101006_Amend-Settlement_TOTAL.pdf","CG","","2010-10-06T00:00:00","French","government","yes"
"Congo Kouakouala dd19961214 PSC","PSC","Le Groupe ZETAH","http://downloads.openoil.net/contracts/cg/cg_Kouakouala_dd19961214_PSC_ZETAH.pdf","CG","","1996-12-14T00:00:00","French","government","yes"
"Congo Madingo-Maritime dd19951123 PSC","PSC","Agip Recherches Congo, Elf Congo","http://downloads.openoil.net/contracts/cg/cg_Madingo-Maritime_dd19951123_PSC_Agip_Elf.pdf","CG","","1995-11-23T00:00:00","French","government","yes"
"Congo Marine-IV dd20120412 Exp-License-Extend","Exp-License-Extend","Perenco Exploration and Production Congo Limited","http://downloads.openoil.net/contracts/cg/cg_Marine-IV_dd20120412_Exp-Licese-Extend_Perenco.pdf","CG","","2012-04-12T00:00:00","French","government","yes"
"Congo Marine-VI Marine-VII Kitina dd0 PSC","PSC","Agip Recherches Conga, Chevron International Umited -Congo","http://downloads.openoil.net/contracts/cg/cg_Marine-VI_Marine-VII_Kitina_dd00000000_PSC_Agip_Chevron.pdf","CG","","NULL","French","government","yes"
"Congo Marine-X dd19951207 PSC","PSC","Agip Recherches Congo","http://downloads.openoil.net/contracts/cg/cg_Marine-X_dd19951207_PSC_Agip.pdf","CG","","1995-12-07T00:00:00","French","government","yes"
"Congo Mer-Profonde-Nord dd20120412 Exp-License-Extend","Exp-Licese-Extend","Murphy West Africa Limited","http://downloads.openoil.net/contracts/cg/cg_Mer-Profonde-Nord_dd20120412_Exp-Licese-Extend_MWAL.pdf","CG","","2012-04-12T00:00:00","French","government","yes"
"Democratic Republic of Congo Block-I-II-Graben-Albertine dd20100422 PSC","PSC","Carpikat Ltd, Foxwhlep Ltd","http://downloads.openoil.net/contracts/cd/cd_Block-I-II-Graben-Albertine_dd20100422_PSC_Carpikat_Foxwhlep.pdf","CD","","2010-04-22T00:00:00","French","government","yes"
"Democratic Republic of Congo Block-III-Graben-Albertine dd20071100 PSC","PSC","South Africa Congo Oil (PTY) Ltd","http://downloads.openoil.net/contracts/cd/cd_Block-III-Graben-Albertine_dd20071100_PSC_SACOIL.pdf","CD","","2007-01-01T00:00:00","French","government","yes"
"Democratic Republic of Congo Block-III-Graben-Albertine dd20100526 Amend-PSC","Amend-PSC","South Africa Congo Oil","http://downloads.openoil.net/contracts/cd/cd_Block-III-Graben-Albertine_dd_Amend-PSC_SACOIL.pdf","CD","","2010-05-26T00:00:00","French","government","yes"
"Democratic Republic of Congo Block-Lotshi dd20051116 PSC","PSC","Energulf Africa Ltd","http://downloads.openoil.net/contracts/cd/cd_Block-Lotshi_dd20051116_PSC_Energulf.pdf","CD","","2005-11-16T00:00:00","French","government","yes"
"Democratic Republic of Congo Block-Nganzi dd20060629 PSC","PSC","SOCO","http://downloads.openoil.net/contracts/cd/cd_Block-Nganzi_dd20060629_PSC_SOCO.pdf","CD","","2006-06-29T00:00:00","French","government","yes"
"Democratic Republic of Congo Block-V-Graben-Albertine dd20071205 PSC","PSC","Dominion Petroleum Congo, Soco Exploration Production","http://downloads.openoil.net/contracts/cd/cd_Block-V-Graben-Albertine_dd20071205_PSC_Dominion_Soco.pdf","CD","","2007-12-05T00:00:00","French","government","yes"
"Democratic Republic of Congo Couloir-Maritime dd20061007 PSC","PSC","Nessergy","http://downloads.openoil.net/contracts/cd/cd_Couloir-Maritime_dd20061007_PSC_Nessergy.pdf","CD","","2006-10-07T00:00:00","French","government","yes"
"Democratic Republic of Congo Yema Matamba-Makanzi dd20051116 PSC","PSC","Surestream Petroleum Ltd","http://downloads.openoil.net/contracts/cd/cd_Yema_Matamba-Makanzi_dd20051116_PSC_Surestream.pdf","CD","","2005-11-16T00:00:00","French","government","yes"
"Ecuador Bermejo dd20110122 Prestación-de-Servicios","Prestación-de-Servicios","Tecpecuador S.A","http://downloads.openoil.net/contracts/ec/ec_Bermejo_dd20110122_Prestaci%C3%B3n-de-Servicios_Tecpecuador.pdf","EC","","2011-01-22T00:00:00","Spanish","government","yes"
"Ecuador Block-03-Jambeli dd20111003 Prestación-de-Servicios","Prestación-de-Servicios","ENAP Sipetrol S.A","http://downloads.openoil.net/contracts/ec/ec_Block-03-Jambeli_dd20111003_Prestaci%C3%B3n-de-Servicios_ENAP-Siepc.pdf","EC","","2011-10-03T00:00:00","Spanish","government","yes"
"Ecuador Block-10 dd20101123 Prestación-de-Servicios","Prestación-de-Servicios","AGIP Oil Ecuador B.V.","http://downloads.openoil.net/contracts/ec/ec_Block-10_dd20101123_Prestaci%C3%B3n-de-Servicios_AGIP-Oil.pdf","EC","","2010-11-23T00:00:00","Spanish","government","yes"
"Ecuador Block-14 dd20101123 Prestación-de-Servicios","Prestación-de-Servicios","Petrooriental S.A","http://downloads.openoil.net/contracts/ec/ec_Block-14_dd20101123_Prestaci%C3%B3n-de-Servicios_Petrooriental.pdf","EC","","2010-11-23T00:00:00","Spanish","government","yes"
"Ecuador Block-16 dd20101123 Prestación-de-Servicios","Prestación-de-Servicios","Repsol YPF Ecuador S.A., Overseas Petroleum and Investment Corporation, Amodaimi Oil Company LTD, CRS Resources Ecuador S.A","http://downloads.openoil.net/contracts/ec/ec_Block-16_dd20101123_Prestaci%C3%B3n-de-Servicios_Repsol_Overseas-Petroleum_Amodaimi_CRS-Resources.pdf","EC","","2010-11-23T00:00:00","Spanish","government","yes"
"Ecuador Block-17 dd20101123 Prestación-de-Servicios","Prestación-de-Servicios","Las Campañias Petrooriental S.A, Overseas Petroleum and Investment Corporation","http://downloads.openoil.net/contracts/ec/ec_Block-17_dd20101123_Prestaci%C3%B3n-de-Servicios_Petrooriental_Overseas-Petroleum.pdf","EC","","2010-11-23T00:00:00","Spanish","government","yes"
"Ecuador Block-20 Pungarayacu dd20081008 Service-Contract","Service-Contract","Ivanhoe Energy Ecuador Inc","http://downloads.openoil.net/contracts/ec/ec_Block-20_Pungarayacu_dd20081008_Service-Contract_Ivanhoe-Inc.pdf","EC","","2008-10-08T00:00:00","English","found elsewhere","yes"
"Ecuador Block-20 dd20081008 Dev-Prod-Contract","Dev-Prod-Contract","Empresa Estatal De Petróleos Del Ecuador, Empresa Estatal De Exploración Y Producción De Petróleos Del Ecuador, Ivanhoe Energy Ecuador Inc","http://downloads.openoil.net/contracts/ec/ec_Block-20_dd20081008_Dev-Prod-Contract_Petroecuador_Petroproduccion_Ivanhoe.pdf","EC","","2008-10-08T00:00:00","English","corporate","yes"
"Ecuador Block-Eno-Ron dd20120430 Prestación-de-Servicios","Prestación-de-Servicios","PESC Iecontsa S.A., Integral de Servicios Tecnicos S.A., Equitax Equilibrio Impositivo CIA LTDA","http://downloads.openoil.net/contracts/ec/ec_Block-Eno-Ron_dd20120430_Prestaci%C3%B3n-de-Servicios_PESC_Integral_Equitax.pdf","EC","","2012-04-30T00:00:00","Spanish","government","yes"
"Ecuador Block-Ocano-Peña dd20120430 Prestación-de-Servicios","Prestación-de-Servicios","PESC Iecontsa S.A., Integral de Servicios Tecnicos S.A., Equitax Equilibrio Impositivo CIA LTDA","http://downloads.openoil.net/contracts/ec/ec_Block-Ocano-Pe%C3%B1a_dd20120430_Prestaci%C3%B3n-de-Servicios_PESC_Integral_Equitax.pdf","EC","","2012-04-30T00:00:00","Spanish","government","yes"
"Egypt Block-2 dd20040718 Concession","Concession","Ganoub El-wadi Holding Petroleum, Centurion Petroleum Corporation","http://downloads.openoil.net/contracts/eg/eg_Block-2_dd20040718_Concession_Centurion_Ganoub.pdf","EG","","2004-07-18T00:00:00","English","corporate","yes"
"Egypt Central-Sinai-Area dd19980115 Exploration-Exploitation","Exploration-Exploitation","NOCs","http://downloads.openoil.net/contracts/eg/eg_Central-Sinai-Area_dd19980115_Exploration-Exploitation_NEC.pdf","EG","","1998-01-15T00:00:00","English, Arabic","corporate","yes"
"Egypt East-Wadi-Araba dd20020118 Concession","Concession","Dover Investments Ltd","http://downloads.openoil.net/contracts/eg/eg_East-Wadi-Araba_dd20020118_Concession_Dover.pdf","EG","","2002-01-18T00:00:00","English","corporate","yes"
"Egypt East-Wadi-Araba dd20060413 Amend-Agree","Amend-Agree","Dover Investments Ltd, Transpacifi Petroleum Corp, Mogul Energy Ltd, Mogul Energy international, Sea Dragon Energy Inc.","http://downloads.openoil.net/contracts/eg/eg_East-Wadi-Araba_dd20060413_Amend-Agree_Dover_Mogul_Sea%20Dragon.pdf","EG","","2006-04-13T00:00:00","English","corporate","yes"
"Egypt North-West-Gemsa-Area dd20020000 Concession","Concession","Kriti Oil and Gas","http://downloads.openoil.net/contracts/eg/eg_North-West-Gemsa-Area_dd20020000_Concession_Kriti.pdf","EG","","2002-01-01T00:00:00","English","corporate","yes"
"Egypt Nuqra-Block-1 dd20040718 Concession","Concession","Ganoub El-Wadi Holding Petroleum, Centurion Petroleum Corporation, Quadra Egypt Limited","http://downloads.openoil.net/contracts/eg/eg_Nuqra-Block-1_dd20040718_Concession_Ganoub_Quadra.pdf","EG","","2004-07-18T00:00:00","English","corporate","yes"
"Egypt Shukeir-Offshore-Area dd20050000 Amend-Agree","Amend-Agree","Petzed Investment and Project Management LTD, Greystone Petroluem (Egypt) Limited, PICO International Petroleum Services Panama S.A","http://downloads.openoil.net/contracts/eg/eg_Shukeir-Offshore-Area_dd20050000_Amend-Agree_Petzed_Greystone_Pico.pdf","EG","","2005-01-01T00:00:00","English, Arabic","corporate","yes"
"Egypt West-Gharib dd19980427 JOA","JOA","Dublin International Petroleum (Egypt) Limited, GHP Exploration (West Gharib) Ltd, Drucker Petroleum Inc","http://downloads.openoil.net/contracts/eg/eg_West-Gharib_dd19980427_JOA_Dublin_GHP_Drucker.pdf","EG","","1998-04-27T00:00:00","English","corporate","no"
"Egypt West-Gharib dd19980428 Farmout-Agreement","Farmout-Agreement","Dublin International Petroleum (Egypt) Limited, Drucker Petroleum Inc","http://downloads.openoil.net/contracts/eg/eg_West-Gharib_dd19980428_Farmout-Agreement_Dublin_Drucker.pdf","EG","","1998-04-28T00:00:00","English","corporate","no"
"Egypt West-Gharib-Area dd19980601 Concession","Concession","Dublin International petroleum (Egypt) LTD, Tanganyika Oil Company LTD","http://downloads.openoil.net/contracts/eg/eg_West-Gharib-Area_dd19980601_Concession_Dublin_Tanganyika.pdf","EG","","1998-06-01T00:00:00","English","corporate","yes"
"Equatorial Guinea Block-F dd19970326 Joint-Operating-Agreement-Dev-Prod","Joint-Operating-Agreement-Dev-Prod","Triton Energy, Energy Africa Ltd","http://downloads.openoil.net/contracts/gq/gq_Block-F_dd19970326_Joint-Operating-Agreement-Dev-Prod_Triton_Energy-Africa.pdf","GQ","","1997-03-26T00:00:00","English","corporate","yes"
"Equatorial Guinea Block-F dd19970326 PSC","PSC","Triton Equatorial Guinea Inc","http://downloads.openoil.net/contracts/gq/gq_Block-F_dd19970326_PSC_Triton.pdf","GQ","","1997-03-26T00:00:00","English","corporate","yes"
"Equatorial Guinea Block-F dd20000101 1st-Amend-PSC","1st-Amend-PSC","Triton Equatorial Guinea Inc, Energy Africa Equatorial Guinea Limited","http://downloads.openoil.net/contracts/gq/gq_Block-F_dd20000101_1st-Amend-PSC_Triton_Energy-Africa.pdf","GQ","","2000-01-01T00:00:00","English","corporate","yes"
"Equatorial Guinea Block-F dd20000101 State-Interest-PSC","State-Interest-PSC","Triton Energy, Energy Africa Ltd","http://downloads.openoil.net/contracts/gq/gq_Block-F_dd20000101_First-Amendment-to-PSC_Triton_Energy-Africa.pdf","GQ","","2000-01-01T00:00:00","English","corporate","yes"
"Equatorial Guinea Block-G dd19970326 PSC","PSC","Triton Equatorial Guinea Inc","http://downloads.openoil.net/contracts/gq/gq_Block-G_dd19970326_PSC_Triton.pdf","GQ","","1997-03-26T00:00:00","English","corporate","yes"
"Equatorial Guinea Block-G dd19970327 Joint-Operating-Agreement-Dev-Prod","Joint-Operating-Agreement-Dev-Prod","Triton Energy, Energy Africa Ltd","http://downloads.openoil.net/contracts/gq/gq_Block-G_dd19970327_Joint-Operating-Agreement-Dev-Prod_Triton_Energy-Africa.pdf","GQ","","1997-03-27T00:00:00","English","corporate","yes"
